,DTSTART,DTEND,UID,CREATED,LAST-MODIFIED,LOCATION,SEQUENCE,STATUS,SUMMARY,TRANSP,YEAR_START,MONTH_START,DAY_START,CALDATE_START,TIME_START,YEAR_END,MONTH_END,DAY_END,CALDATE_END,TIME_END,TIME_DURATION
308,20180504T130000Z,20180504T150000Z,7ir2ccle387sjqusd4sbqmkgm5@google.com,20180505T121639Z,20180505T121639Z,,0,CONFIRMED,PIBIC,OPAQUE,2018,05,04,2018-05-04,13:00,2018,05,04,2018-05-04,15:00,02:00:00
309,20180511T103000Z,20180511T123000Z,0ld2j0s6g946ukjf861uft7pro@google.com,20180505T121756Z,20180505T121756Z,,0,CONFIRMED,Prova de Teoria Democrática II,OPAQUE,2018,05,11,2018-05-11,10:30,2018,05,11,2018-05-11,12:30,02:00:00
310,20180519T110000Z,20180519T160000Z,1tgm4o9u2lskjmeugibbdvfuec@google.com,20180505T123231Z,20180505T123231Z,,0,CONFIRMED,Curso UX Design,OPAQUE,2018,05,19,2018-05-19,11:00,2018,05,19,2018-05-19,16:00,05:00:00
311,20180507T200000Z,20180507T213000Z,3n6qv3uci4kqn5obargnc39fti@google.com,20180505T121839Z,20180505T123731Z,"CIn - Centro de Informática - UFPE\, Av. Jorn. Aníbal Fernandes\, ",2,CONFIRMED,Programação I,OPAQUE,2018,05,07,2018-05-07,20:00,2018,05,07,2018-05-07,21:30,01:00:30
312,20180509T103000Z,20180509T123000Z,2raeot1a67gl7dtl33m6c1quti@google.com,20180505T124113Z,20180505T124113Z,,0,CONFIRMED,Apresentação Teoria Democrática II,OPAQUE,2018,05,09,2018-05-09,10:30,2018,05,09,2018-05-09,12:30,02:00:00
313,20180509T123000Z,20180509T130000Z,6dg241n2rn9gjjccc26462ntdg@google.com,20180505T124458Z,20180505T124458Z,"Universidade Federal de Pernambuco UFPE\, Av. Prof. Moraes Rego\, ",0,CONFIRMED,Lanchar ,OPAQUE,2018,05,09,2018-05-09,12:30,2018,05,09,2018-05-09,13:00,00:59:30
314,20180507T150000Z,20180507T163000Z,4cbma5m7dss4tbggn058slvbra@google.com,20180505T124523Z,20180505T124523Z,,0,CONFIRMED,Almoçar em Casa,OPAQUE,2018,05,07,2018-05-07,15:00,2018,05,07,2018-05-07,16:30,01:00:30
315,20180507T110000Z,20180507T150000Z,16hkai0ravqooto6rkeu29oi7a@google.com,20180505T123905Z,20180505T125603Z,"CCSA - Centro de Ciências Sociais Aplicadas - UFPE\, Cidade Univer",0,CONFIRMED,Estudar Programação,OPAQUE,2018,05,07,2018-05-07,11:00,2018,05,07,2018-05-07,15:00,04:00:00
316,20180507T163000Z,20180507T200000Z,1eh9gc3mt4h7pbstj5asutmmte@google.com,20180505T122140Z,20180505T125611Z,"CAC - Centro de Artes e Comunicação - UFPE\, Av. da Arquitetura\, ",4,CONFIRMED,Estudar Teoria Democrática II,OPAQUE,2018,05,07,2018-05-07,16:30,2018,05,07,2018-05-07,20:00,03:59:30
317,20180511T123000Z,20180511T130000Z,42rfk5qkio371u1cimhjbkpijo@google.com,20180505T125711Z,20180505T125711Z,,0,CONFIRMED,Lanchar,OPAQUE,2018,05,11,2018-05-11,12:30,2018,05,11,2018-05-11,13:00,00:59:30
318,20180508T130000Z,20180508T143000Z,2odrc3qqtc57igdaf0360a8j47@google.com,20180507T171723Z,20180507T171723Z,,0,CONFIRMED,Reunião com Brandão,OPAQUE,2018,05,08,2018-05-08,13:00,2018,05,08,2018-05-08,14:30,01:00:30
319,20180509T213000Z,20180509T233000Z,0h86dv510s8142okmsbnhoh78j@google.com,20180507T172533Z,20180507T172533Z,,0,CONFIRMED,Programação I,OPAQUE,2018,05,09,2018-05-09,21:30,2018,05,09,2018-05-09,23:30,02:00:00
320,20180508T090000Z,20180508T100000Z,2qkca0ro2limm84pl27dnc3agr@google.com,20180507T172849Z,20180507T173024Z,,3,CONFIRMED,ACADEMIA,OPAQUE,2018,05,08,2018-05-08,09:00,2018,05,08,2018-05-08,10:00,01:00:00
321,20180523T103000Z,20180523T123000Z,2fjl6qb69tq9hurhmr36q6leot@google.com,20180507T173932Z,20180507T173932Z,"Niate CFCH/CCSA\, Av. dos Funcionários\, s/n - Cidade Universitári",0,CONFIRMED,Teoria Democrática II,OPAQUE,2018,05,23,2018-05-23,10:30,2018,05,23,2018-05-23,12:30,02:00:00
322,20180525T103000Z,20180525T123000Z,2pso5ee254itebcuvrtq0mo6a3@google.com,20180507T173954Z,20180507T173954Z,,0,CONFIRMED,Teoria Democrática II,OPAQUE,2018,05,25,2018-05-25,10:30,2018,05,25,2018-05-25,12:30,02:00:00
323,20180521T200000Z,20180521T220000Z,7cd27g6t3p6tfs40rhckccrdl4@google.com,20180507T174017Z,20180507T174034Z,"CIn - Centro de Informática - UFPE\, Av. Jorn. Aníbal Fernandes\, ",1,CONFIRMED,Programação I,OPAQUE,2018,05,21,2018-05-21,20:00,2018,05,21,2018-05-21,22:00,02:00:00
324,20180523T213000Z,20180523T233000Z,6iumqtjdqcrva0o6657so4jvmq@google.com,20180507T174057Z,20180507T174104Z,,0,CONFIRMED,Programação I,OPAQUE,2018,05,23,2018-05-23,21:30,2018,05,23,2018-05-23,23:30,02:00:00
325,20180530T103000Z,20180530T123000Z,3mpag7n0ifkbr4vg0qb4aikd3m@google.com,20180507T174124Z,20180507T174124Z,"Niate CFCH/CCSA\, Av. dos Funcionários\, s/n - Cidade Universitári",0,CONFIRMED,Teoria Democrática II,OPAQUE,2018,05,30,2018-05-30,10:30,2018,05,30,2018-05-30,12:30,02:00:00
326,20180606T103000Z,20180606T123000Z,51g3k291hu2qlk9k5enl6glmea@google.com,20180507T174136Z,20180507T174136Z,"Niate CFCH/CCSA\, Av. dos Funcionários\, s/n - Cidade Universitári",0,CONFIRMED,Teoria Democrática II,OPAQUE,2018,06,06,2018-06-06,10:30,2018,06,06,2018-06-06,12:30,02:00:00
327,20180601T103000Z,20180601T123000Z,0qv9qjs7h75mqaufah49f4t5ri@google.com,20180507T174146Z,20180507T174146Z,,0,CONFIRMED,Teoria Democrática II,OPAQUE,2018,06,01,2018-06-01,10:30,2018,06,01,2018-06-01,12:30,02:00:00
328,20180608T103000Z,20180608T123000Z,28u29fb5sjaqsn33gdj1d1caos@google.com,20180507T174203Z,20180507T174203Z,,0,CONFIRMED,Teoria Democrática II,OPAQUE,2018,06,08,2018-06-08,10:30,2018,06,08,2018-06-08,12:30,02:00:00
329,20180528T200000Z,20180528T220000Z,06u4j1dqpqj14f9ahfa4oom01v@google.com,20180507T174226Z,20180507T174226Z,"CIn - Centro de Informática - UFPE\, Av. Jorn. Aníbal Fernandes\, ",0,CONFIRMED,Programação I,OPAQUE,2018,05,28,2018-05-28,20:00,2018,05,28,2018-05-28,22:00,02:00:00
330,20180604T200000Z,20180604T220000Z,5htn0mvo5h2rq4p43s1gjrdgt8@google.com,20180507T174235Z,20180507T174235Z,"CIn - Centro de Informática - UFPE\, Av. Jorn. Aníbal Fernandes\, ",0,CONFIRMED,Programação I,OPAQUE,2018,06,04,2018-06-04,20:00,2018,06,04,2018-06-04,22:00,02:00:00
331,20180530T213000Z,20180530T233000Z,1jr9u04h7u074559ts729u3vu4@google.com,20180507T174245Z,20180507T174245Z,,0,CONFIRMED,Programação I,OPAQUE,2018,05,30,2018-05-30,21:30,2018,05,30,2018-05-30,23:30,02:00:00
332,20180606T213000Z,20180606T233000Z,0mcm5cart3ubqmb99k8g3ibbiv@google.com,20180507T174300Z,20180507T174300Z,"CIn - Centro de Informática - UFPE\, Av. Jorn. Aníbal Fernandes\, ",0,CONFIRMED,Programação I,OPAQUE,2018,06,06,2018-06-06,21:30,2018,06,06,2018-06-06,23:30,02:00:00
333,20180514T160000Z,20180514T200000Z,3kr99ic358lkpm8er00centp27@google.com,20180507T174521Z,20180507T174521Z,"CEPENE - ICMBio.\, R. Dr. Samuel Hardman\, Tamandaré - PE\, 55578-",0,CONFIRMED,Reunião Zoneamento APACC,OPAQUE,2018,05,14,2018-05-14,16:00,2018,05,14,2018-05-14,20:00,04:00:00
334,20180515T210000Z,20180516T010000Z,50ca9kgq782jgtbes1eqmqosen@google.com,20180507T174612Z,20180507T174612Z,"Maragogi - AL\, Brasil",0,CONFIRMED,Reunião Zoneamento APACC,OPAQUE,2018,05,15,2018-05-15,21:00,2018,05,16,2018-05-16,01:00,04:00:00
335,20180516T210000Z,20180517T010000Z,1htivqk4grnreargdmbin86bqr@google.com,20180507T174709Z,20180507T174709Z,"Porto de Pedras - AL\, 57945-000\, Brasil",0,CONFIRMED,Reunião Zoneamento APACC,OPAQUE,2018,05,16,2018-05-16,21:00,2018,05,17,2018-05-17,01:00,04:00:00
336,20180529T123000Z,20180529T160000Z,3q8hoqmhbc4cvuiisne7uh6kgt@google.com,20180507T174206Z,20180507T174825Z,"Niate CFCH/CCSA\, Av. dos Funcionários\, s/n - Cidade Universitári",0,CONFIRMED,[PROVA E RESENHA] PIR,OPAQUE,2018,05,29,2018-05-29,12:30,2018,05,29,2018-05-29,16:00,03:59:30
337,20180511T130000Z,20180511T150000Z,54sqsde221iau7elh0c80mkqft@google.com,20180505T124413Z,20180507T174906Z,"Associação dos Empregados da Fundação Joaquim Nabuco\, R. Dois Irm",3,CONFIRMED,Estudar PIBIC,OPAQUE,2018,05,11,2018-05-11,13:00,2018,05,11,2018-05-11,15:00,02:00:00
338,20180511T163000Z,20180511T203000Z,4qcs81gpuut5cib4nte959tqam@google.com,20180507T174931Z,20180507T174931Z,,0,CONFIRMED,Estudar Programação,OPAQUE,2018,05,11,2018-05-11,16:30,2018,05,11,2018-05-11,20:30,04:00:00
339,20180512T170000Z,20180512T230000Z,33sd1etekobi1gkd169oqn47sb@google.com,20180507T175015Z,20180507T175146Z,"Praça de Casa Forte\, Recife - PE\, Brasil",1,CONFIRMED,PORDATA,OPAQUE,2018,05,12,2018-05-12,17:00,2018,05,12,2018-05-12,23:00,06:00:00
340,20180510T113000Z,20180510T203000Z,2b6ds5fdmatufodbl2b98eiv6s@google.com,20180505T124633Z,20180507T175201Z,"The Plaza Business Center\, R. Gen. Joaquim Inácio\, 830 - Ilha do",1,CONFIRMED,Estudar Teoria Democrática II,OPAQUE,2018,05,10,2018-05-10,11:30,2018,05,10,2018-05-10,20:30,09:00:00
341,20180509T170000Z,20180509T213000Z,26e8uek34upd7dt5l9q9leddnv@google.com,20180507T172429Z,20180507T175208Z,"CAC - Centro de Artes e Comunicação - UFPE\, Av. da Arquitetura\, ",0,CONFIRMED,Estudar Teoria Democrática II,OPAQUE,2018,05,09,2018-05-09,17:00,2018,05,09,2018-05-09,21:30,04:00:30
342,20180509T130000Z,20180509T160000Z,0o86hhbvlbd1nv523vfkfjphm9@google.com,20180505T124727Z,20180507T175214Z,"CAC - Centro de Artes e Comunicação - UFPE\, Av. da Arquitetura\, ",1,CONFIRMED,Estudar Teoria Democrática II,OPAQUE,2018,05,09,2018-05-09,13:00,2018,05,09,2018-05-09,16:00,03:00:00
343,20180508T110000Z,20180508T124500Z,6pb11n4qpheodmk9lc9m9fe75g@google.com,20180507T173022Z,20180507T175225Z,,0,CONFIRMED,Estudar Teoria Democrática II,OPAQUE,2018,05,08,2018-05-08,11:00,2018,05,08,2018-05-08,12:45,01:00:45
344,20180515T100000Z,20180515T110000Z,6s4jkq9m80qord8vc5ikt9p9m7@google.com,20180507T175634Z,20180507T175634Z,,0,CONFIRMED,Correr na Praia,OPAQUE,2018,05,15,2018-05-15,10:00,2018,05,15,2018-05-15,11:00,01:00:00
345,20180524T113000Z,20180524T153000Z,7vdbf6ap03k2d85sbc9buhf5sr@google.com,20180507T175826Z,20180507T175826Z,"The Plaza Business Center\, R. Gen. Joaquim Inácio\, 830 - Ilha do",0,CONFIRMED,Estudar PIR,OPAQUE,2018,05,24,2018-05-24,11:30,2018,05,24,2018-05-24,15:30,04:00:00
346,20180523T130000Z,20180523T153000Z,7pfafrn3brmm2f2q1lhbkteucj@google.com,20180507T180430Z,20180507T180430Z,"CAC - Centro de Artes e Comunicação - UFPE\, Av. da Arquitetura\, ",0,CONFIRMED,Estudar PIR,OPAQUE,2018,05,23,2018-05-23,13:00,2018,05,23,2018-05-23,15:30,02:00:30
347,20180522T123000Z,20180522T160000Z,6h0s5iqii839hgmmrf7gb33mfu@google.com,20180507T173830Z,20180507T182032Z,"Niate CFCH/CCSA\, Av. dos Funcionários\, s/n - Cidade Universitári",0,CONFIRMED,PIR,OPAQUE,2018,05,22,2018-05-22,12:30,2018,05,22,2018-05-22,16:00,03:59:30
348,20180522T170000Z,20180522T203000Z,44pkec4e4cn6b700aaae6u4d76@google.com,20180507T182107Z,20180507T182122Z,"Associação dos Empregados da Fundação Joaquim Nabuco\, R. Dois Irm",0,CONFIRMED,Trabalhar em Aula R [NEPS],OPAQUE,2018,05,22,2018-05-22,17:00,2018,05,22,2018-05-22,20:30,03:00:30
349,20180523T164500Z,20180523T211500Z,34eopsrei1c5634maqc3rv21n7@google.com,20180507T182956Z,20180507T183006Z,"CAC - Centro de Artes e Comunicação - UFPE\, Av. da Arquitetura\, ",1,CONFIRMED,Estudar PIR,OPAQUE,2018,05,23,2018-05-23,16:45,2018,05,23,2018-05-23,21:15,04:59:30
350,20180525T130000Z,20180525T153000Z,7gaa43ivm74a6da8rv6gmiuk2u@google.com,20180507T183039Z,20180507T183039Z,"Associação dos Empregados da Fundação Joaquim Nabuco\, R. Dois Irm",0,CONFIRMED,Trabalhar em PIBIC,OPAQUE,2018,05,25,2018-05-25,13:00,2018,05,25,2018-05-25,15:30,02:00:30
351,20180525T163000Z,20180525T203000Z,48sopb5c8iqm8dan73cua0ipgi@google.com,20180507T183108Z,20180507T183108Z,"Associação dos Empregados da Fundação Joaquim Nabuco\, R. Dois Irm",0,CONFIRMED,Estudar PIR,OPAQUE,2018,05,25,2018-05-25,16:30,2018,05,25,2018-05-25,20:30,04:00:00
352,20180526T103000Z,20180526T153000Z,3issk0j50ukh5uv9n28u91bjh1@google.com,20180507T183148Z,20180507T183156Z,"Coffee Shop São Braz\, R. Pessoa de Melo\, 299 - Madalena\, Recife",0,CONFIRMED,Estudar PIR,OPAQUE,2018,05,26,2018-05-26,10:30,2018,05,26,2018-05-26,15:30,05:00:00
353,20180526T173000Z,20180526T213000Z,71nghmi9190g89bf9lmbr8ts73@google.com,20180507T183256Z,20180507T183256Z,"Coffee Shop São Braz\, R. Pessoa de Melo\, 299 - Madalena\, Recife",0,CONFIRMED,Trabalhar em aula R [NEPS],OPAQUE,2018,05,26,2018-05-26,17:30,2018,05,26,2018-05-26,21:30,04:00:00
354,20180521T083000Z,20180521T093000Z,64g733ivpmcooji2fuomo8ef5o@google.com,20180507T183417Z,20180507T183417Z,,0,CONFIRMED,ACADEMIA,OPAQUE,2018,05,21,2018-05-21,08:30,2018,05,21,2018-05-21,09:30,01:00:00
355,20180523T235000Z,20180524T012000Z,31d2urq1psf62kgqkhqno4ar4b@google.com,20180507T183334Z,20180507T183452Z,,2,CONFIRMED,ACADEMIA,OPAQUE,2018,05,23,2018-05-23,23:50,2018,05,24,2018-05-24,01:20,01:59:30
356,20180525T083000Z,20180525T093000Z,2d327jo2tiacserctklkh91196@google.com,20180507T183523Z,20180507T183523Z,,0,CONFIRMED,ACADEMIA,OPAQUE,2018,05,25,2018-05-25,08:30,2018,05,25,2018-05-25,09:30,01:00:00
357,20180518T083000Z,20180518T093000Z,6gfuen0n7rtm3f8ct9mimo0cv5@google.com,20180507T183554Z,20180507T183554Z,,0,CONFIRMED,ACADEMIA,OPAQUE,2018,05,18,2018-05-18,08:30,2018,05,18,2018-05-18,09:30,01:00:00
358,20180510T163000Z,20180510T180000Z,17nvba8rpqc0b4irliefrm0r5j@google.com,20180507T183742Z,20180507T183742Z,,0,CONFIRMED,Trabalhar em Site Analytique,OPAQUE,2018,05,10,2018-05-10,16:30,2018,05,10,2018-05-10,18:00,01:59:30
359,20180510T223000Z,20180510T233000Z,37g91btgagtvp9buvbt0ocuhrh@google.com,20180507T183638Z,20180507T184129Z,,2,CONFIRMED,ACADEMIA,OPAQUE,2018,05,10,2018-05-10,22:30,2018,05,10,2018-05-10,23:30,01:00:00
360,20180512T130000Z,20180512T140000Z,12vj67ie5l578t3dug2ugr0gpj@google.com,20180507T184209Z,20180507T184209Z,,0,CONFIRMED,ACADEMIA,OPAQUE,2018,05,12,2018-05-12,13:00,2018,05,12,2018-05-12,14:00,01:00:00
361,20180511T170000Z,20180511T190000Z,70pm4d9o61h6ab9jcpgj4b9k69hmabb16dgjcb9g75h3ge3365ijac1pc4@google.com,20180508T180724Z,20180508T205904Z,"Secretaria Executiva de Juventude do Recife\, Secretaria Executiva",0,CONFIRMED,Reunião com Cláudio Diagnóstico,OPAQUE,2018,05,11,2018-05-11,17:00,2018,05,11,2018-05-11,19:00,02:00:00
362,20180514T103000Z,20180518T190000Z,37ou6clgln2kd2sk5lfre9n5bl@google.com,20180505T122951Z,20180521T005328Z,,0,CONFIRMED,Pesquisa de Campo PIBIC,OPAQUE,2018,05,14,2018-05-14,10:30,2018,05,18,2018-05-18,19:00,08:59:30
363,20180521T110000Z,20180521T153000Z,3rpso03ncmpo34d5l3obfamsf8@google.com,20180507T175405Z,20180521T005330Z,"CCSA - Centro de Ciências Sociais Aplicadas - UFPE\, Cidade Univer",0,CONFIRMED,Estudar TDII,OPAQUE,2018,05,21,2018-05-21,11:00,2018,05,21,2018-05-21,15:30,04:00:30
364,20180521T170000Z,20180521T194500Z,7tfov10gigsj9tccqjg07cmjdh@google.com,20180507T175452Z,20180521T005331Z,"CAC - Centro de Artes e Comunicação - UFPE\, Av. da Arquitetura\, ",0,CONFIRMED,Estudar PIR,OPAQUE,2018,05,21,2018-05-21,17:00,2018,05,21,2018-05-21,19:45,02:00:45
365,20180521T220000Z,20180522T020000Z,43c6nm4bcsd45h23dapjhtmnlt@google.com,20180507T175736Z,20180521T005333Z,"CIn - Centro de Informática - UFPE\, Av. Jorn. Aníbal Fernandes\, ",0,CONFIRMED,Trabalhar em aula R [Carol],OPAQUE,2018,05,21,2018-05-21,22:00,2018,05,22,2018-05-22,02:00,04:00:00
366,20180524T163000Z,20180524T203000Z,0qo94e0a8o744cfelkbi0t7jrk@google.com,20180507T175919Z,20180521T005334Z,"The Plaza Business Center\, R. Gen. Joaquim Inácio\, 830 - Ilha do",1,CONFIRMED,Trabalhar em TCC,OPAQUE,2018,05,24,2018-05-24,16:30,2018,05,24,2018-05-24,20:30,04:00:00
367,20180522T220000Z,20180523T003000Z,4981kjb21c59ssamejklqmir7o@google.com,20180507T182510Z,20180521T005337Z,"Praça de Casa Forte\, Recife - PE\, Brasil",1,CONFIRMED,Dar Aula R [Carol],OPAQUE,2018,05,22,2018-05-22,22:00,2018,05,23,2018-05-23,00:30,02:00:30
368,20180520T103000Z,20180520T153000Z,ckoj2e1k6sqmcb9p61i36b9kc5gmab9o6pj3ib9n6hhmcopichi6aohh6k@google.com,20180521T005339Z,20180521T005339Z,"Coffee Shop São Braz\, R. Pessoa de Melo\, 299 - Madalena\, Recife",0,CONFIRMED,Trabalhar PORDATA,OPAQUE,2018,05,20,2018-05-20,10:30,2018,05,20,2018-05-20,15:30,05:00:00
369,20180520T164500Z,20180520T214500Z,69hj6e1i6thm6b9m74sjcb9kcop3eb9p6kr32bb26lhj6d9n6ks3ap9i70@google.com,20180521T005340Z,20180521T005340Z,"Coffee Shop São Braz\, R. Pessoa de Melo\, 299 - Madalena\, Recife",0,CONFIRMED,Estudar Programação ,OPAQUE,2018,05,20,2018-05-20,16:45,2018,05,20,2018-05-20,21:45,05:00:00
370,20180530T170000Z,20180530T213000Z,6p9ndq890aqed5cs6h8maiq2cj@google.com,20180527T160458Z,20180527T160634Z,"CIn - Centro de Informática - UFPE\, Av. Jorn. Aníbal Fernandes\, ",0,CONFIRMED,Projeto de Programação,OPAQUE,2018,05,30,2018-05-30,17:00,2018,05,30,2018-05-30,21:30,04:00:30
371,20180531T000000Z,20180531T010000Z,79dij3npau6gngdqku7ijnuf0k@google.com,20180527T160704Z,20180527T160704Z,,0,CONFIRMED,ACADEMIA,OPAQUE,2018,05,31,2018-05-31,00:00,2018,05,31,2018-05-31,01:00,01:00:00
372,20180529T173000Z,20180529T200000Z,20noekodllgd1mu7caal8qvb4f@google.com,20180527T160825Z,20180527T160825Z,,0,CONFIRMED,Trabalhar em TCC,OPAQUE,2018,05,29,2018-05-29,17:30,2018,05,29,2018-05-29,20:00,02:59:30
373,20180529T203000Z,20180529T233000Z,0gjv1cdtl3gc9uh5pkk7pumc4n@google.com,20180527T160556Z,20180527T160848Z,,2,CONFIRMED,Projeto de Programação,OPAQUE,2018,05,29,2018-05-29,20:30,2018,05,29,2018-05-29,23:30,03:00:00
374,20180529T234500Z,20180530T004500Z,2nfv1h010hdi9p8k0srpinad3a@google.com,20180527T160737Z,20180527T160851Z,,1,CONFIRMED,Academia,OPAQUE,2018,05,29,2018-05-29,23:45,2018,05,30,2018-05-30,00:45,01:00:00
375,20180531T110000Z,20180531T150000Z,02o3uqqvtkftn2jelc9khioqlq@google.com,20180527T161004Z,20180527T161139Z,"Coffee Shop São Braz\, R. Pessoa de Melo\, 299 - Madalena\, Recife",0,CONFIRMED,Trabalhar em PIBIC,OPAQUE,2018,05,31,2018-05-31,11:00,2018,05,31,2018-05-31,15:00,04:00:00
376,20180531T170000Z,20180531T230000Z,2o8sjlsh46lrmtkmuqcgia6l13@google.com,20180527T161102Z,20180527T161156Z,"Coffee Shop São Braz\, R. Pessoa de Melo\, 299 - Madalena\, Recife",0,CONFIRMED,Projeto Programação,OPAQUE,2018,05,31,2018-05-31,17:00,2018,05,31,2018-05-31,23:00,06:00:00
377,20180530T130000Z,20180530T160000Z,771smq3vv09rtgdrhh4kf7nqg5@google.com,20180527T161430Z,20180527T161443Z,"CIn - Centro de Informática - UFPE\, Av. Jorn. Aníbal Fernandes\, ",0,CONFIRMED,Trabalhar em Aula R,OPAQUE,2018,05,30,2018-05-30,13:00,2018,05,30,2018-05-30,16:00,03:00:00
378,20180605T173000Z,20180605T210000Z,09r6rjsctn8u6mjbqc1lk2742b@google.com,20180530T203930Z,20180530T203930Z,"JUMP Brasil - Aceleradora de Negócios\, R. do Apólo\, 235 - Recife",0,CONFIRMED,Seminário Pense Pernambuco,OPAQUE,2018,06,05,2018-06-05,17:30,2018,06,05,2018-06-05,21:00,03:59:30
379,20180605T213000Z,20180605T230000Z,4qbt0k8gmeajps02l2l55o8hlb@google.com,20180530T204009Z,20180530T204009Z,"Impact Hub Recife\, R. Alfândega\, 35 - Recife\, PE\, 50030-030\, ",0,CONFIRMED,Trabalhar em Impact Hub Cais,OPAQUE,2018,06,05,2018-06-05,21:30,2018,06,05,2018-06-05,23:00,01:59:30
380,20180607T113000Z,20180607T153000Z,1214h5eh4pcbmet15hi9t5dur4@google.com,20180530T204142Z,20180530T204142Z,"The Plaza Business Center\, R. Gen. Joaquim Inácio\, 830 - Ilha do",0,CONFIRMED,Trabalhar em PIBIC,OPAQUE,2018,06,07,2018-06-07,11:30,2018,06,07,2018-06-07,15:30,04:00:00
381,20180601T170000Z,20180601T193000Z,1sm2ffilv1thanjca3qdnebabj@google.com,20180531T205327Z,20180531T205327Z,"Várzea\, Recife - PE\, Brasil",0,CONFIRMED,Trabalhar em PIBIC,OPAQUE,2018,06,01,2018-06-01,17:00,2018,06,01,2018-06-01,19:30,02:00:30
382,20180601T193000Z,20180601T230000Z,3mbv06h43ppq72g1ofosnr1lte@google.com,20180531T205410Z,20180531T205420Z,"Várzea\, Recife - PE\, Brasil",0,CONFIRMED,Trabalhar em Adir,OPAQUE,2018,06,01,2018-06-01,19:30,2018,06,01,2018-06-01,23:00,03:59:30
383,20180602T110000Z,20180602T120000Z,2ddpu5caju9nrvgrcg223n0dvv@google.com,20180531T205507Z,20180531T205507Z,"Várzea\, Recife - PE\, Brasil",0,CONFIRMED,Academia,OPAQUE,2018,06,02,2018-06-02,11:00,2018,06,02,2018-06-02,12:00,01:00:00
384,20180602T133000Z,20180602T150000Z,7fngo4ocjvehe5fg42c3oqrg62@google.com,20180531T205605Z,20180531T205605Z,,0,CONFIRMED,Almoço em Casa,OPAQUE,2018,06,02,2018-06-02,13:30,2018,06,02,2018-06-02,15:00,01:59:30
385,20180601T123000Z,20180601T130000Z,30nkpcqlibb60hd7o6shjvof5s@google.com,20180531T205726Z,20180531T205727Z,"CFCH - Centro de Filosofia e Ciências Humanas - UFPE\, Recife - Ci",0,CONFIRMED,IMPRIMIR LISTA PIR,OPAQUE,2018,06,01,2018-06-01,12:30,2018,06,01,2018-06-01,13:00,00:59:30
386,20180601T130000Z,20180601T153000Z,4vqqvm7g85v8i3ugjf8dhlrnkc@google.com,20180527T161330Z,20180531T205744Z,"Várzea\, Recife - PE\, Brasil",0,CONFIRMED,Trabalhar em Adir,OPAQUE,2018,06,01,2018-06-01,13:00,2018,06,01,2018-06-01,15:30,02:00:30
387,20180603T110000Z,20180603T140000Z,7b2lehbvlv4o0lda5slc95bmjt@google.com,20180531T205843Z,20180531T205912Z,CASA,0,CONFIRMED,Estudar PIR,OPAQUE,2018,06,03,2018-06-03,11:00,2018,06,03,2018-06-03,14:00,03:00:00
388,20180604T103000Z,20180604T150000Z,442fetm1l6svphvuuqbdk0lvgl@google.com,20180531T205959Z,20180531T205959Z,"Várzea\, Recife - PE\, Brasil",0,CONFIRMED,Estudar PIR,OPAQUE,2018,06,04,2018-06-04,10:30,2018,06,04,2018-06-04,15:00,04:59:30
389,20180607T163000Z,20180607T190000Z,5aiaaiq8798m8nr16tmegklrr6@google.com,20180531T210222Z,20180531T210222Z,"The Plaza Business Center\, R. Gen. Joaquim Inácio\, 830 - Ilha do",0,CONFIRMED,Trabalhar em Site Analytique,OPAQUE,2018,06,07,2018-06-07,16:30,2018,06,07,2018-06-07,19:00,02:59:30
390,20180605T140000Z,20180605T160000Z,3iev3mbeegokq38np2pa1h49a7@google.com,20180507T174216Z,20180531T210417Z,"Niate CFCH/CCSA\, Av. dos Funcionários\, s/n - Cidade Universitári",1,CONFIRMED,PROVA PIR,OPAQUE,2018,06,05,2018-06-05,14:00,2018,06,05,2018-06-05,16:00,02:00:00
391,20180605T103000Z,20180605T133000Z,7al3ntg3ko86ssnikseck1ce3i@google.com,20180531T210456Z,20180531T210456Z,"Várzea\, Recife - PE\, Brasil",0,CONFIRMED,A DEFINIR,OPAQUE,2018,06,05,2018-06-05,10:30,2018,06,05,2018-06-05,13:30,03:00:00
392,20180604T163000Z,20180604T190000Z,1eco3bvpesvql9pb99ocsup3cc@google.com,20180531T210541Z,20180531T210541Z,"Várzea\, Recife - PE\, Brasil",0,CONFIRMED,A DEFINIR,OPAQUE,2018,06,04,2018-06-04,16:30,2018,06,04,2018-06-04,19:00,02:59:30
393,20180603T170000Z,20180603T230000Z,540r6e6v72url2i18or3ogjo01@google.com,20180531T210618Z,20180531T210618Z,"Coffee Shop São Braz\, R. Pessoa de Melo\, 299 - Madalena\, Recife",0,CONFIRMED,A DEFINIR,OPAQUE,2018,06,03,2018-06-03,17:00,2018,06,03,2018-06-03,23:00,06:00:00
394,20180602T120000Z,20180602T130000Z,64veslib6dlj271sl3g3alaidl@google.com,20180531T210708Z,20180531T210708Z,,0,CONFIRMED,Arrumar casa,OPAQUE,2018,06,02,2018-06-02,12:00,2018,06,02,2018-06-02,13:00,01:00:00
395,20180608T130000Z,20180608T144000Z,3ta2cernmsf7p81do258ufilkk@google.com,20180531T212620Z,20180531T212654Z,"Associação dos Empregados da Fundação Joaquim Nabuco\, R. Dois Irm",0,CONFIRMED,Trabalhar em PIBIC,OPAQUE,2018,06,08,2018-06-08,13:00,2018,06,08,2018-06-08,14:40,01:00:40
